movie_id,production_country_id
36196,US
11980,US
28007,US
10802,FR
10802,US
10149,DE
10149,JP
10149,US
18402,US
9348,US
139408,US
281,US
5967,DE
5967,FR
79593,US
47939,US
36834,FR
36834,BE
36834,GB
9090,US
3512,US
77350,US
9560,US
9804,US
31611,FR
31611,US
39946,GB
26258,US
50797,FR
50797,RU
19155,GB
19155,MK
19155,FR
76,AT
76,CH
76,US
11017,US
13078,US
9382,FR
9382,US
18256,US
22625,IE
22625,GB
2292,US
1909,US
8984,US
4954,US
62488,US
10531,US
10531,FR
10531,GB
11929,US
8467,US
10451,TW
10451,US
20156,CA
18395,US
522,US
397,GB
397,US
10525,US
27985,US
15789,US
27303,US
21183,US
10954,BE
10954,FR
10954,IT
72031,US
72031,FR
14275,US
17207,US
13701,US
14819,US
11777,US
87729,US
18713,US
6280,US
9061,US
11,US
49980,GB
17961,FR
18183,MX
4476,US
11008,US
47504,US
32325,US
28313,US
11318,GB
8986,US
17402,US
38722,US
8438,FR
8438,US
1945,US
39310,US
109560,JP
109560,US
56428,GB
63105,US
9058,US
527,NZ
18220,US
6950,US
63020,US
2307,US
680,US
15159,US
25296,TW
40156,GB
11450,US
30304,JP
30304,US
10452,FR
10452,DE
10452,IT
12106,JP
12106,US
161495,US
3586,US
108,FR
108,PL
109,FR
109,PL
159185,CN
159185,HK
36357,US
28033,DE
28033,US
22586,US
14334,IE
14334,US
2636,PE
2636,US
2164,FR
2164,US
278,US
9905,GB
87078,US
12527,CU
12527,ES
20306,US
36614,AU
27993,CA
27993,US
31439,CN
31439,HK
9059,US
193,US
25066,US
46797,GB
46797,US
11381,US
32636,US
36141,US
1587,US
9271,US
2064,US
60855,CA
236,AU
236,FR
48287,US
3049,US
2759,AU
12635,DE
12635,GB
10497,FR
10497,GB
10497,US
11382,US
9331,US
10731,US
10464,US
34152,US
9495,US
29973,US
888,US
13,US
712,GB
16295,US
48992,US
10879,US
10660,US
41647,FR
41647,GB
41647,DE
41647,BE
8587,US
1689,FR
1689,IT
1689,LI
1689,GB
11596,US
9359,US
23333,US
36593,US
12280,US
2788,US
10427,US
11011,US
49803,US
8987,US
1637,US
15128,US
8831,US
8831,JP
36955,US
10449,US
10395,US
12160,US
52038,GB
52038,IE
29444,US
26352,US
41580,FR
315,US
22067,US
18242,GB
11667,JP
11667,US
28732,US
42981,US
19661,US
8011,CA
8011,FR
8011,GB
2654,US
18069,US
19092,US
2758,US
10436,US
13595,US
46094,US
9409,US
11853,US
11041,US
306,US
178,US
19819,US
57834,US
18215,US
1607,US
26391,US
6075,US
11310,US
18658,US
9350,FR
9350,IT
9350,US
9612,US
2124,US
26261,US
19176,US
11566,US
9571,US
9739,US
24257,US
34444,US
26141,US
10997,CN
10997,HK
50463,US
20239,GB
20239,US
16297,US
18551,US
25440,IE
25440,GB
9024,US
37233,US
1634,FR
1634,US
13815,FR
13815,US
35588,US
18620,US
41006,ZA
41006,US
4916,US
2019,US
31642,FR
31642,US
9255,US
26271,US
10612,GB
2259,DK
2259,FR
2259,DE
2259,PT
2259,US
11934,DE
11934,GB
11934,US
106143,US
12475,US
9386,US
7984,GB
7984,IE
59930,US
15765,US
31643,US
6,JP
6,US
329,US
10909,US
507,FR
507,US
34024,US
9593,US
42580,US
22317,AU
22317,US
12121,FR
12121,US
2246,US
10502,US
10440,US
9516,US
2320,US
5879,JP
83718,US
11971,GB
11971,US
2625,US
31911,US
788,US
21450,GB
11231,US
41588,US
10447,US
31586,US
9300,GB
9300,FR
9300,IT
9300,NL
9300,RU
9559,US
9800,US
713,NZ
713,AU
713,FR
8291,US
18133,US
25557,US
22588,US
10872,US
1245,GB
1245,US
11858,CA
11858,US
7007,US
10467,US
5550,US
8005,FR
8005,US
2088,GB
2088,US
10412,AU
47889,US
14534,US
56583,US
41878,FR
41878,IT
424,US
14291,US
11236,US
11592,US
10445,GB
695,US
43535,US
28795,JP
23210,US
858,US
867,US
78,US
78,HK
78,GB
13203,US
10442,US
11074,US
47953,FR
9607,GB
9607,US
17585,US
9057,US
20967,FI
20967,CA
20967,NL
20967,PT
10635,US
9479,US
11969,US
319,US
15139,US
11446,US
51980,BE
51980,FR
51980,IT
13855,KR
11655,MX
11800,US
8223,FR
8223,ES
14587,GB
31504,US
41653,DK
41653,SE
53185,GB
23637,IT
17600,US
10897,US
21352,US
68806,IT
32562,US
47507,FR
47507,BE
25403,IT
25403,FR
9066,US
771,US
251,US
812,US
280,FR
280,US
80350,US
274,US
408,US
10020,US
114,US
41043,FR
41043,RU
576,US
15477,US
30528,US
7300,US
10824,US
275,US
25059,CA
25059,US
11827,CA
8766,US
23570,US
14607,US
51242,IT
10112,US
4307,ES
46029,ES
46029,US
52873,FR
340210,US
44281,FR
44281,IT
44281,TN
28121,US
12520,US
1592,US
19042,US
38884,FR
38884,DE
38884,ES
38884,GB
38884,IT
47449,US
36259,US
41852,US
27550,SE
9099,US
2021,FR
2021,GB
61752,US
10988,US
11479,FR
287305,DE
12652,DE
12652,FR
12652,IT
68445,IS
68445,DK
68445,DE
68445,JP
68445,US
18989,US
10801,DE
54285,KR
8840,US
124625,GB
124625,DE
124625,IE
124625,AT
10363,FR
10363,IT
10539,US
10543,US
18414,US
18414,CA
47502,US
11902,RS
11902,FR
11902,DE
11902,HU
11902,CZ
27098,SE
27098,DK
25087,US
5801,IN
896,IN
3065,US
2300,US
8069,US
221917,IE
221917,US
8072,IT
8072,FR
35797,FR
33245,US
27281,US
105045,DE
40001,US
29621,US
29621,MX
20762,US
48260,GB
12656,US
38867,US
44103,BE
37265,IT
10990,US
12233,US
23449,US
47244,BE
47244,FR
90148,AR
90148,US
922,DE
922,JP
922,US
11876,FR
52633,US
62364,ES
11687,FR
9304,US
503475,GB
73183,US
9100,US
20759,US
32513,GB
40651,GB
40651,DE
40651,JP
36915,GB
36915,US
9802,US
25697,GB
25697,US
21588,FR
21588,DE
21588,IT
11867,US
47119,FR
9323,JP
10280,US
10535,US
124613,GB
532,GB
26744,US
16299,GB
16299,US
10547,MX
10547,US
935,GB
935,US
55613,CA
41007,GB
41007,US
35645,CA
35645,US
110465,US
255546,BR
255546,GB
85778,US
11101,DE
9879,US
7095,US
26890,GB
26890,US
46732,US
181083,BF
41225,FR
41225,IT
627,GB
32872,US
602,US
14553,FR
14553,IT
14553,GB
9894,US
11543,US
9268,CA
9268,US
123763,AR
42005,HU
44535,US
44495,US
11228,US
10779,NZ
10779,US
35225,US
38223,US
49963,DE
49963,GB
49963,US
11363,US
1645,US
31546,GB
31546,US
77056,FR
18550,US
11511,US
34170,US
281085,CA
281085,US
12606,US
35206,MX
35206,FR
4837,FR
18975,CZ
18975,FR
18975,DE
18975,GB
18975,US
11962,US
2925,US
28628,GB
28628,US
92381,US
18555,US
12123,US
10830,US
3573,US
10546,US
18862,US
31417,FR
31417,IT
9431,US
48144,HK
46986,DE
46986,JP
46986,US
144982,US
47907,US
10061,US
36266,VN
36266,HK
36266,FR
549,US
10478,US
159,DE
11134,HK
88224,US
42758,GB
9303,US
23945,US
37820,AU
9054,US
11985,TW
38955,HK
110513,US
11015,DE
11015,JP
11015,NZ
11015,GB
11015,US
9306,US
12559,US
58770,US
56077,US
19004,US
10987,US
44705,GB
44705,IE
44705,US
20318,US
26933,FR
27854,US
981,US
2769,US
13320,US
164,US
426,US
567,US
3078,US
13528,US
213,US
284,US
4808,US
289,US
11113,US
6620,US
804,US
19101,US
909,US
630,US
770,US
31044,US
15,US
62,GB
62,US
121357,US
705,US
223,US
25670,US
14410,US
8356,US
381,US
29376,US
1859,US
18299,US
17281,US
64382,US
1939,US
22292,US
3598,US
3080,US
1712,US
3529,US
3085,US
1585,US
3083,US
900,US
43795,US
10533,US
50001,US
43905,US
22688,US
23114,US
40206,US
22356,US
260,GB
43488,US
9911,GB
488,GB
488,US
22733,US
22733,GB
22733,IT
261,US
57575,US
57575,FR
32574,US
22649,US
39448,HK
31152,US
39940,US
85328,US
85328,FR
11076,US
63945,CA
63945,US
58985,US
890,AT
890,DE
10861,US
1770,IE
1770,GB
44465,US
2033,US
18203,US
9333,US
47260,US
9400,US
9401,US
12241,US
11306,US
9625,US
10680,US
6346,US
18660,US
35115,US
14821,US
14136,US
10869,US
22660,US
31102,US
18444,US
173,US
864,US
45588,US
81310,US
15947,US
9078,US
29682,US
433,US
11360,US
11114,US
12335,US
12092,US
10948,US
11229,US
15121,US
10163,GB
10163,JP
10163,US
48862,FR
48862,US
11159,GB
11159,FR
9591,US
30500,US
41843,US
55058,US
10938,GB
11412,US
10586,DE
10586,US
42314,US
23223,US
49471,US
38153,US
25147,GB
9716,US
43777,US
43777,DO
10218,US
819,US
38191,US
11238,US
66473,US
28120,US
1834,US
26282,US
37218,CA
252,US
16372,GB
11561,US
11302,US
623,GB
623,US
583,GB
12614,GB
12614,US
11575,US
475,US
11331,US
521,US
1413,US
88,US
500,US
792,GB
792,US
402,FR
402,US
10537,US
11386,JP
11386,GB
11386,IE
9504,US
15764,GB
15764,US
601,US
67365,US
13189,GB
13189,US
2119,US
744,US
136311,US
221,US
702,US
25750,US
9305,FR
9305,IT
9305,CH
37616,US
11112,US
21612,US
102461,FR
36998,BE
36998,GB
36998,FR
1630,US
26626,US
11816,US
11843,GB
10379,GB
10379,US
2756,US
1103,US
11298,US
4480,FR
4481,FR
10765,US
762,GB
44497,CA
44497,DE
278621,US
55049,PT
55049,FR
10548,US
531,GB
104931,FR
4483,FR
31556,US
26174,US
61461,IT
117500,FR
659,DE
659,HR
659,PL
659,FR
30892,GB
86369,FR
86369,BE
86369,NL
8074,FR
38554,US
49763,US
10608,GB
10608,US
11216,IT
11216,FR
7452,GB
7452,FR
64567,FR
892,FR
26561,GB
975,US
18129,US
409,GB
409,US
38251,IT
10161,IE
10161,GB
1412,US
41768,US
10409,AU
2469,ES
10174,US
31225,US
510,US
11455,US
1891,US
2493,US
85,US
68,GB
679,GB
679,US
429,US
429,IT
429,ES
429,DE
13446,GB
947,GB
185,GB
185,US
595,US
28,US
335,IT
335,ES
335,US
1892,US
1092,GB
769,US
348,US
348,GB
766,US
175,FR
175,IT
175,US
11645,JP
11645,FR
10835,HK
525,US
240,US
600,GB
600,US
530,GB
279,US
3109,US
311,US
311,IT
1578,US
703,US
9549,US
1398,RU
387,DE
9277,US
343,US
490,SE
11235,GB
534,DE
534,IT
534,GB
534,US
763,NZ
9665,US
18971,GB
18971,US
696,US
379,US
37247,US
1480,US
826,GB
826,US
422,IT
422,FR
829,US
3090,US
9964,NZ
3063,US
13667,US
694,US
694,GB
235,US
832,DE
765,US
5925,US
4485,FR
137,US
8428,CA
8428,US
212,US
1633,US
11202,US
1554,DE
1554,US
149,JP
8009,GB
8009,US
43386,US
3034,US
339,DE
339,FI
339,FR
339,GB
339,US
10404,CN
10404,HK
10404,TW
914,US
756,US
288,US
2640,US
16633,US
11314,US
15143,US
89,US
10322,US
783,IN
783,GB
10644,US
11257,GB
14370,US
12104,GB
625,GB
8816,SE
830,US
2323,US
983,US
983,GB
642,US
655,DE
655,FR
655,GB
655,US
10341,AU
10341,FR
10341,DE
10341,US
639,US
30180,US
31388,US
41801,DE
41801,US
66034,US
16179,US
61536,US
18762,GB
814,GB
814,US
41671,US
27214,US
52263,US
33519,US
16235,IT
16235,MX
16235,US
41848,CA
41848,US
25944,IT
25944,FR
26233,US
49126,US
37843,US
32146,US
229,US
13549,IT
13549,US
9529,US
1598,US
377,US
653,DE
28198,IT
31640,GB
31640,US
25189,US
145,DK
145,FR
145,IS
145,NL
145,NO
145,SE
199,US
7863,AU
12498,US
9279,US
17204,US
21539,US
85589,SE
85589,NO
12709,FR
20539,US
64900,FR
64900,DE
64900,CH
562,US
152,US
174,US
172,US
154,US
157,US
168,US
364,GB
364,US
11967,US
9086,US
621,US
10173,US
55687,US
168535,US
8845,FR
8845,US
46681,US
578,US
17692,US
17795,US
75,US
13891,US
378,US
10896,US
2322,US
26949,US
9819,US
31908,US
46027,US
3179,US
1802,FR
1802,DE
4232,US
30285,US
58102,GB
58102,IE
49935,FR
8818,US
8818,HU
36758,GB
36758,US
36040,AU
36040,GB
74239,GB
74239,US
9415,US
42449,US
12145,GB
12145,US
42424,US
34314,US
2892,AU
9404,AU
9404,HK
9404,RU
9404,US
9622,US
8860,US
14832,FR
14832,DE
14832,GB
9619,US
40506,US
31000,US
4104,US
26306,US
43775,ES
43775,DE
43775,CU
14908,US
784,FR
784,CZ
784,GB
12489,US
16448,US
55936,RU
55936,KZ
17894,US
58911,AU
17949,US
1968,US
61563,US
66,US
20735,US
11419,US
25796,US
638,US
25624,US
9366,US
21915,US
50091,US
18420,US
9446,US
28005,GB
28005,IN
28005,US
28005,JP
28005,DE
27322,US
10003,US
9311,DE
9311,DK
9311,SE
49806,CA
49806,US
1624,US
16052,US
4477,US
24662,US
76996,AU
6499,JP
6499,US
9405,US
12723,US
9360,BR
9360,PE
9360,US
39704,US
13982,GB
13982,US
77223,AU
77223,US
24420,US
105763,RU
105763,FR
105763,GE
105763,UA
105763,BE
9611,US
47694,CN
47694,HK
10357,US
9977,AU
816,DE
816,US
124843,US
31017,US
49478,CN
49478,US
12499,US
18,FR
68545,CA
68545,GB
109614,US
24183,BE
24183,TN
24183,FR
24183,LU
53023,FR
64802,US
11239,JP
50850,US
15321,GB
2058,US
9450,GB
9450,US
38523,FR
16375,US
50241,US
45671,GB
45671,US
45671,FR
17770,US
1701,US
26422,GB
26422,FR
26422,LU
1639,US
106129,US
107743,US
415,GB
415,US
47686,US
65889,IT
65889,US
11103,US
11970,US
34941,US
130290,US
17991,JP
11956,FR
266,FR
266,IT
754,US
43771,IR
43771,FR
607,US
18080,US
38225,US
17834,US
65046,AU
4421,US
9387,US
10603,US
2142,US
8413,GB
8413,US
10336,US
20737,CA
20737,US
9413,US
14585,CA
14585,US
18519,US
49462,FR
49462,GB
8834,US
9458,US
38295,FR
38295,US
22073,US
4961,US
9416,US
26180,US
17832,US
9772,DE
9772,US
6072,US
1669,US
468,US
32519,US
10806,US
9433,US
6623,US
978,US
9437,US
29461,US
56651,US
10351,US
66588,US
10155,FR
10155,US
18355,CA
33657,US
55306,US
68924,FR
68924,US
36434,US
2255,US
28353,US
9427,GB
17589,IE
17589,GB
17589,US
3597,US
36797,US
12628,US
25099,US
45019,US
63437,US
782,US
29911,GB
29911,US
1959,GB
8067,GB
8067,US
10400,US
10871,US
14398,US
10890,US
1281,GB
1281,US
32332,US
9770,US
12616,US
34838,AR
34838,FR
34838,DE
34838,NL
34838,GB
14905,GB
14905,US
14583,US
11975,US
4995,US
9281,US
45928,US
563,US
61337,US
61337,AU
19931,US
19931,CN
31535,US
10215,GB
10215,US
9823,US
37165,US
45609,GB
38904,NL
38904,GB
38904,US
9407,US
4824,US
9414,US
8077,GB
8077,US
29938,US
11831,US
2895,US
39177,FR
19601,GB
42832,CA
22797,GB
2639,US
9574,US
10371,US
489,CA
489,US
9714,US
8197,US
6283,US
49728,US
4233,US
10217,CA
438108,US
714,GB
714,US
62394,CA
9922,US
547,US
25994,GB
25994,US
184,US
9746,US
9438,US
115,GB
115,US
26941,US
27103,BE
27103,FR
32302,US
216794,CA
88863,US
41417,US
12538,US
586,US
2666,AU
2666,US
46338,GB
54007,US
9490,US
9411,US
25719,GB
9033,US
21253,BR
6116,GB
9457,CA
9457,US
39424,US
11702,US
2923,GB
2923,US
12238,IT
12238,US
11568,US
41577,JP
11003,US
10153,US
47112,DE
47112,IE
47112,JP
47112,ES
47112,GB
30949,DE
30949,US
2898,US
11808,US
6970,AU
47452,CA
47452,GB
18205,MX
36943,US
21736,US
10668,US
9313,GB
9313,US
42807,US
16523,US
36568,US
37272,US
5910,JP
9440,FR
9440,DE
9440,JP
9440,GB
9440,US
32911,US
44308,GB
44308,US
220,US
32456,US
93350,US
17127,US
17133,US
19848,US
17644,US
30265,HK
2157,US
70581,AU
8838,US
29193,US
795,US
795,DE
16980,US
27472,US
9469,US
12488,US
98499,US
81367,US
267,FR
267,ES
16148,US
21252,GB
9449,GB
9449,US
90414,US
188870,US
78149,US
15513,US
31220,US
13907,US
29825,US
10622,HK
30020,FR
30020,IR
17139,NL
17139,BE
34582,NO
10216,US
9771,US
24560,US
76330,US
9448,US
38618,AU
38618,DE
38618,US
18316,FR
18316,DE
18316,JP
18316,GB
18316,US
78373,US
77514,UA
77514,FR
4415,US
35796,GB
9452,US
1878,US
9844,US
40505,US
14342,US
9715,US
20064,US
312,DE
6068,US
15037,US
37636,US
17044,GB
17044,FR
60951,US
21334,IR
32284,US
51955,US
37410,US
53765,US
10674,US
136134,GB
846,CA
846,US
12655,GB
12655,US
12655,IE
1389,US
11020,AU
20862,CA
20862,US
9464,US
9464,CA
95,US
944,US
35680,US
35680,FR
11551,US
473,US
544,US
10513,US
144,DE
144,FR
65203,US
33680,US
56164,US
43277,US
43278,US
34106,US
43266,US
27367,US
17661,US
28580,US
887,US
33667,US
27191,US
11426,US
654,US
105,US
1725,US
5769,GB
874,GB
10633,US
17917,GB
1051,US
1366,US
12102,US
16619,US
9443,GB
11050,US
606,US
746,FR
746,CN
746,GB
746,IT
380,US
403,US
11485,US
466,US
13820,US
15389,US
13597,GB
13597,US
2108,US
10014,US
10072,US
10131,US
11284,US
4488,US
9725,US
9728,US
9730,US
9731,US
10225,US
10281,US
10283,US
11281,US
10676,US
11357,US
11361,US
39929,CA
41828,CA
41769,CA
11186,US
11187,GB
11187,US
609,US
11133,US
10306,US
9552,US
11586,US
11587,US
941,US
943,US
927,US
928,US
9340,US
9342,US
38509,US
60033,US
12101,US
165,US
196,US
551,US
17984,US
22328,US
3170,US
346,JP
11051,US
11051,CA
242,IT
242,US
1411,US
9424,AU
9424,US
9835,US
857,US
17539,US
44322,CN
22777,US
20173,US
10957,US
9570,US
16249,US
13962,US
19378,US
29228,US
19379,US
11164,US
18887,US
24736,US
24816,US
9994,US
25445,US
12129,US
14140,US
10439,US
11158,US
9354,US
34774,US
6878,US
9631,DE
9631,US
9820,US
14013,US
36606,US
98505,FR
1779,US
10849,US
678,US
907,IT
907,US
5961,SE
5961,DE
5961,FR
47908,US
42121,US
2887,US
11974,US
20348,US
26648,IT
11911,AT
11911,DE
11911,HU
793,US
35144,US
19669,IN
10340,US
10144,US
10437,US
15300,US
12230,US
13380,CA
13380,US
11335,US
11135,US
11319,US
13836,US
15969,US
13155,GB
13155,US
10249,US
15943,US
10882,US
24808,US
19762,US
13850,US
2619,US
65158,US
53565,US
41841,US
27332,US
97,US
10419,US
11675,US
2107,US
6471,US
9442,US
11591,US
13697,US
19158,JP
19158,US
227,US
87,US
9980,US
10657,US
10489,US
10823,US
11497,IE
11497,GB
11497,US
2907,US
9454,US
8688,CA
8688,US
118452,US
16155,US
48894,DE
48894,CH
23954,CA
23954,FR
12761,FR
12761,DE
12761,SE
396,US
14367,US
11814,US
3050,US
9327,US
11837,GB
11704,US
11639,GB
11639,US
4978,US
10380,US
11976,US
11976,GB
15144,US
11522,US
11557,US
13853,US
37530,US
8393,ZA
8393,BW
11937,BW
11937,US
11937,ZA
21661,CA
21661,US
14662,US
115872,FR
115872,DE
115872,IT
115872,ES
39930,US
10692,US
805,US
27793,DE
27793,US
34636,DE
34636,US
2182,US
28070,US
10278,US
17915,US
14557,US
9417,US
41469,US
19381,CA
19381,IT
19381,US
34637,AU
34637,NZ
4011,US
1580,US
5854,US
573,GB
2370,US
5780,US
506,US
22527,US
11219,US
1978,GB
3682,US
51942,US
54795,GB
46748,FR
847,US
117,US
14577,CA
14577,US
37498,AW
37498,HK
37498,US
38621,GB
38621,US
15534,US
31667,US
13321,US
21734,US
31997,US
22423,US
31995,GB
940,GB
2762,GB
12684,GB
2761,GB
574,US
15007,GB
36049,GB
52748,GB
47695,GB
1965,US
20213,GB
543,GB
36054,GB
35832,GB
16899,CA
16899,GB
15052,US
10220,US
431,CA
31641,US
69848,US
69848,MX
69848,ES
22796,US
22256,US
37550,IT
37916,IT
21873,US
21500,US
84116,US
12626,US
3525,US
2321,US
2028,US
16384,US
91217,US
11597,US
47947,US
48311,US
44772,US
14347,US
18282,US
11082,US
11933,US
20096,US
30815,US
881,US
4478,US
22318,US
53113,US
2109,US
24746,US
72987,FR
72987,GB
72987,US
8195,FR
8195,GB
8195,US
9877,CA
9877,FR
9877,US
26618,DE
26618,US
21132,CA
21132,US
11855,US
24016,IT
24016,GB
14785,IN
14785,GB
14794,GB
3486,GB
3486,US
1091,US
10403,US
11337,US
162,US
25723,US
73351,US
8916,US
9429,US
12159,NZ
12159,US
27791,US
43106,GB
10156,US
10377,US
3121,US
4975,GB
9713,US
85837,US
10414,US
4437,US
1890,US
1955,GB
1955,US
39437,US
11932,CA
11932,US
6435,US
10683,US
63709,US
9445,FR
9445,US
2657,US
637,IT
8675,JP
8675,US
20701,US
73,US
18603,US
46889,US
12888,US
3033,GB
3033,US
9882,US
10663,US
4518,US
1808,GB
3600,US
17037,US
297,US
5332,IE
5332,GB
5332,US
21589,CA
8336,US
11893,IL
11893,US
32081,US
14924,GB
41817,US
19426,IT
19426,FR
12560,US
9798,US
14444,US
9487,US
9466,US
666,BR
2042,US
10162,FR
10162,GB
10162,US
309,DK
309,SE
692,US
24018,US
1678,JP
929,US
1680,JP
31947,US
8130,US
11532,GB
9749,US
14628,US
13494,US
13698,US
10466,US
707,FR
707,IS
707,GB
707,US
11954,GB
9336,US
10157,US
12118,US
10587,US
11825,US
11895,US
9447,AU
12257,US
37536,US
10029,US
27104,ES
27104,IT
27104,TR
539,US
8545,GB
10223,US
9745,US
200,US
9837,US
11545,US
1934,US
11881,US
13764,US
24951,CA
24951,US
8879,US
1369,US
1368,US
1370,US
10303,US
9326,MX
9326,US
10328,US
11285,US
1367,US
1371,US
1374,US
1375,US
15196,US
11904,US
15596,US
13818,US
29968,US
44326,US
8856,US
10495,US
5825,US
9489,US
76857,GB
8741,CA
8741,US
9276,US
9822,US
10312,US
9441,US
9422,US
24525,US
10368,GB
10368,IT
11365,DE
11365,JP
11365,GB
31662,US
36136,US
1363,GB
1363,US
1363,DE
46992,GB
825,US
22913,GB
14709,US
9423,US
9423,GB
9423,DE
9423,JP
9423,FR
14443,US
10658,US
40729,CA
40729,US
9426,CA
9426,GB
9426,US
10344,CA
10344,US
2620,US
16337,US
25018,US
16780,US
12151,US
23202,US
33278,US
274253,US
192,FR
192,IT
192,DE
10945,US
10013,US
9671,AU
9396,AU
9396,US
12278,US
11873,US
18588,US
10015,US
12715,US
8388,US
6187,FR
8129,DE
8129,GB
8129,ES
8129,IT
8129,FR
1618,GB
10722,IT
10722,ES
10314,US
125548,US
47139,US
11167,GB
76512,ES
76512,GB
76512,CA
2112,US
16172,US
111794,US
9524,AT
9524,DE
16306,CZ
16306,FR
11622,US
10207,US
18892,US
13466,US
1542,US
43978,IR
43978,FR
15256,US
8224,US
18417,US
12479,US
15209,US
1847,US
42113,JP
8913,US
10906,US
25748,US
25749,US
8769,US
14742,US
10671,US
27932,US
7227,US
10670,US
5919,US
8744,US
40160,US
2362,US
10803,US
1685,US
1705,US
1688,US
1687,US
185761,CA
53870,US
29723,US
31638,US
9535,AU
9535,US
9455,US
796,US
100,GB
47501,US
77936,BE
77936,FR
77936,LU
30943,US
7341,US
10350,LU
10350,US
31503,US
12122,US
30202,GB
22345,US
1567,FR
1641,US
10212,CZ
10212,GB
10212,US
10354,US
8583,US
16520,US
16508,US
11374,US
16379,US
125123,GB
28029,US
603,AU
603,US
4951,US
65749,AR
65749,ES
9840,FR
30950,FR
30950,ES
30950,GB
11660,GB
9430,US
11355,US
18764,HK
1414,ES
49981,DE
49981,US
114719,US
10209,FR
10209,GB
25512,FR
22826,IT
22826,FR
1902,ES
445590,DE
445590,PL
445590,FR
6396,US
39964,US
12596,DE
12596,US
9451,US
1946,CA
1946,FR
1946,GB
42230,HK
1844,GB
1844,US
6552,US
24584,GB
25471,CN
25471,HK
4154,US
4154,VN
28519,GB
28519,US
3309,US
18462,US
28941,US
18252,US
8592,US
13852,AU
200987,BE
200987,NL
200987,FR
25232,CA
25232,IE
33194,CN
33194,HK
33194,US
33194,TW
53862,US
17962,JP
9460,HK
4927,US
1893,US
31342,US
44297,IT
44297,GB
95627,US
8785,PL
564,US
29242,US
29243,US
31498,US
15660,US
1924,GB
1924,US
8536,GB
8536,US
9531,GB
9531,US
11411,GB
11411,US
30793,US
3103,US
3035,US
3077,US
3074,US
3076,US
3079,GB
32023,US
13666,US
29794,GB
29794,US
9077,US
36685,GB
36685,US
30168,US
10785,US
19483,US
29959,US
11549,US
18158,US
27625,US
41516,US
17918,US
37305,US
18784,US
509,GB
509,US
1090,US
24858,FR
24858,DE
24858,GR
24858,IT
15059,GB
15059,US
55912,ES
55912,US
55912,GB
55912,FR
55912,DE
12117,US
11779,CU
11779,DE
11779,FR
11779,GB
11779,US
41730,US
13533,US
62676,US
817,US
14283,CA
14283,IT
14283,GB
37135,US
2275,DE
2275,US
15531,US
24137,GB
24137,US
10376,IT
104,DE
15800,US
9032,US
9421,FR
55955,GB
6488,US
9473,US
8487,US
10279,US
2767,FR
78568,FR
1073,US
10239,FR
10208,US
2667,US
48958,GB
48958,US
345,GB
345,US
9825,US
133575,US
620,US
2978,US
10490,US
11618,US
332,US
1812,US
9824,US
4806,US
247,US
10056,US
967,US
802,GB
802,US
3175,GB
3175,US
147,FR
1628,FR
21185,US
11120,US
10136,US
32060,US
48259,US
873,US
3934,FR
108312,US
280280,GB
24452,US
9710,US
31924,US
30890,US
24081,US
20242,US
39074,US
66194,US
2115,US
23599,US
3526,US
41166,GB
41166,US
16406,CA
16406,FR
16406,US
10386,US
745,US
913,US
12229,GB
91076,ES
91076,US
91076,JP
89861,GB
89861,IN
11353,US
17707,US
9781,US
102489,FR
102489,ES
18212,CA
