id,company_name
11492,The Foundation
887,Neo Productions
22542,Apjac International
3324,British Broadcasting Corporation (BBC)
93470,Cady Films
22308,Echo Lake Entertainment
7680,Tornasol Films
20464,Rose Films
10907,Les Productions Georges de Beauregard
16647,CineSon Entertainment
4198,Ixtlan
15160,Haxan Films
36229,Wim Wenders Stiftung
3409,Korsala Productions
181,Channel Four Films
89873,Newcomb Productions
7922,THE REALLY USEFUL THEATRE COMPANY PRODUCTION
82607,Longview Entertainment
52513,Hungry Eye Trijbits
1946,Eikon Film
56291,Wonderview Productions
48772,Hard Eight Pictures
18336,Harvest Pictures
53268,Woodline Films Ltd.
175,Caravan Pictures
16835,Bates Entertainmant
13737,Z-M Productions
42033,The Sam Company
5,Columbia Pictures
93092,Sundance Institute Documentary Fund
5289,Wild Things Productions
795,Vans Off the Wall
2739,Sequence Film
83201,Ciak Filmproduktion
2879,Exodus Film Group
10166,Alliance Entertainment
18982,Lancelot Films
7576,Eon Productions
10699,Mahin-Rackin
93174,Bluehorse Films
14723,Carolco Pictures
16183,Fraia Film
2504,Jim Henson Productions
11441,Propeler
463,Michael White Productions
2426,Les Films du Poisson
35535,Cineplex Odeon Films
4952,Canadian Film Development Corporation (CFDC)
870,Tapestry Films
20783,Fiction Films
20666,MID Foundation
53666,Triple Threat Talent
75449,A.N.P.A. (Agence Nationale de Promotion de l'Audiovisuel)
932,Mirage Enterprises
6346,Artist Film
12017,The Monty Python Partnership
481,La Nouvelle Edition Francaise
22684,Kasso Inc. Productions
26423,BrownHouse Productions
11752,Number 9 Films
70,American Zoetrope
982,Road Movies Dritte Produktionen
109,Rome Paris Films
7307,Medienboard Berlin-Brandenburg
38673,Glace Bay Pictures
118,Det Danske Filminstitut
10379,Film and General Productions
3644,Zenith Entertainment
2492,Playhouse International Pictures
13495,Flashpoint (I)
5235,Hunt Stromberg Productions
824,Kopelson Entertainment
1549,Opera Film Produzione
5521,CP Medien AG
70801,Iwerks Entertainment
4142,Produzioni La Regina
2,Walt Disney Pictures
52608,Snakeman Productions
73333,Highway Films
56302,Dangerous to Know Swell Co.
99689,SHATTERED PRODUCTIONS
19248,3 in the Box
50830,Finding Forrester Productions
12266,Norlan Productions
1801,Rene Clair Productions
63906,Cutting Edge Films
6255,Jim Henson Pictures
906,Revelations Entertainment
11796,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles
2987,September Dawn
10598,Costa do Castelo Filmes
4970,Coleytown
46694,Catherine Bailey Ltd.
9265,Applied Action
395,Riofilm
78240,Giai Phong Film Studio
6318,Brut Productions
3632,Romulus Films
13100,CiP - Europaische Treuhand AG
68517,Studio Image
24217,Paragon Entertainment Corp.
79415,MCA  Theatricals
4030,Jeff Most Productions
66755,OH Films
4144,Hammer The Movie
15130,Urania Pictures S.r.l.
23808,Price Entertainment
85976,Chase Regency
76493,Layton Productions
262,Independent Film Distributors
11098,The Harvey Entertainment Company
3277,Retro Active Films
247,Granada Film Productions
18540,Unité Fiction
64448,Image Forum
78338,Hiett Designs of Las Vegas
20450,Biscayne Pictures
10900,Cyrkfilms
850,Eurimages
3929,Robert Simonds Productions
98728,Canal Plus Image International
16718,No Limit Films
2596,Jerry Weintraub Productions
1885,Silver Pictures
12,New Line Cinema
3494,Cookout Productions
12626,Boxing Cat Films
7961,Gaumont International
1234,Réalisation d'Art Cinématographique
1619,El Norte Productions
10927,Si Litvinoff Film Production
12668,Arthur Freed Production
3363,Mainichi Broadcasting System (MBS)
12024,Télédistributeurs Wallons
559,TriStar Pictures
21629,Aimimage Productions
491,Summit Entertainment
18339,E-K-Corporation
95585,Zealcorp Productions Limited
12927,Canal+ Television AB
38793,Pan Latina Films
1869,AMLF
507,Atlas Entertainment
6762,Decla-Bioscop AG
4507,Alpha Films
576,Bard Entertainments
306,Twentieth Century Fox Film Corporation
11018,Penta Pictures
923,Legendary Pictures
11951,Eastcroft Productions
6313,Weintraub Entertainment Group
11912,Mikado Film
6,RKO Radio Pictures
93116,Film Productions Asia
9269,Global Entertainment Productions GmbH & Company Medien KG
4972,Platinum Pictures
17032,Barry Mendel Productions
12263,Clyde Is Hungry Films
1786,Dark Castle Entertainment
552,Dark Horse Entertainment
12451,Mediaworks
36889,Maiden Movies
11589,Bidangil Pictures
37,Gramercy Pictures
22269,Stardust International
44113,Beta Cinema
7466,Radio Télévision Belge Francophone (RTBF)
590,Constellation Productions
2781,Salem Films Limited
216,Jersey Films
21738,Messaoud/a Films
10919,TMS Entertainment
71932,Mariinsky Theatre
2152,GreeneStreet Films
23068,Joe Abrams Productions
73957,"Firm, The"
29500,The Curiosity Company
48785,Matinee Pictures
663,12 Gauge Productions
4233,Lightning Pictures
2269,China Film Co-Production Corporation
184,Locus Solus Entertainment
65387,Public Television Playhouse Inc.
23770,Signature Entertainment
10201,Interscope Communications
7327,Pandora Filmproduktion (
53390,Sony New Technologies
8568,Albatros Filmproduktion
74897,Editorial Capayán
2651,Fragile Films
12915,Omega Film GmbH
66255,"Astral Films, Australian Film Commission, The"
43,Fox Searchlight Pictures
96657,International Film Corporation (II)
80,The Zanuck Company
33423,Cartoon Network
2294,Traction Media
15343,Trans Atlantic Entertainment
11412,Londra Films P&D
882,Toho Company
3280,Igor Film
41680,Bill Plympton Studios
11770,Liberty Films (II)
6242,Barrandov Studios
30253,Saltire Entertainment
134,Rogue Pictures
87986,rusty bear entertainment
4063,Trimark Pictures
9350,Indian Paintbrush
316,Wildwood Enterprises
3901,Phoenician Films
2030,Participant Productions
7445,Cinematograph AB
5556,Universal Animation Studios
10437,Lisa-Film
648,Sony Music Entertainment Japan
7930,Olga Film GmbH
11567,Province of British Columbia Film Incentive BC
21784,Cinerenta-Cinebeta
31347,Genesis Productions Ltd.
264,Studio Babelsberg
27023,Kestrel Films
51190,Internationale Filmproduktion Blackswan
370,Melampo Cinematografica
23097,Super Ecran
10393,Vertigo Films
8850,Extension 765
84668,Rastar/Leider-Shapiro
2550,Teitler Film
8772,Algonquin
18205,Richard Pryor Productions
17106,Burg/Koules Productions
9228,Dan Curtis Productions
379,Truth and Soul Pictures Inc
4714,HSX Films
5781,Production I.G
10887,Y Productions
1614,Les Films Flam
3857,Fireworks Pictures
19289,Les Productions JMH
441,Columbia Pictures Corporation
754,Stella Films
9364,Sacher Film
25087,Arnon Milchan Productions
3204,Big Idea Productions
17609,Triangelfilm
11635,"Movie Network, The (TMN)"
76880,Stefi S.A.
21920,The Steve Tisch Company
59,A Band Apart
33,Universal Pictures
10565,Good Machine
1121,Price
59964,John Calley Productions
8824,The Alfred Shay Company Inc.
90400,Mrs. Brisby Ltd.
1225,One Race Productions
76068,Digital Image Associates
21717,Magnolia Productions
1760,Dorje Film
6365,Jack Giarraputo Productions
8277,Flach Film
476,Underworld Entertainment
21896,Easedram
5682,O Entertainment
68064,"Best Picture Show Company, The"
806,Téléfilm Canada
2031,Playtone Production
7449,Clear Blue Sky Productions
10217,Walt Disney Feature Animation
13956,F/M
10308,Dino De Laurentiis Company
813,DiNovi Pictures
11578,Super Écran
17218,Gramercy Pictures (II)
9377,Les Films Galaxie
23096,Fries Film Group
4473,Spanish Fork Motion Picture
30226,European Co-production Fund
20742,RKO Pictures
61337,Dollface
55540,Objektív Film
2267,First Choice Films
11340,Studio Box
21330,Century Communications
9116,Société de Développement des Entreprises Culturelles (SODEC)
53461,Shark Productions
16804,France 3 Cinema
10888,Mediana Productions Filmgesellschaft
53186,Government of British Columbia Film Incentive BC Program
526,Roxlom Films
47532,Canal+
375,Heineken Branded Entertainment
23417,Perathon Film-und Fernsehproduktions
4650,Marubeni
898,Lorimar Productions
10920,Akira Committee Company Ltd.
729,Why Not Productions
53009,Miramax
625,Devon
94375,Everyday Pictures
4899,Allegro Films
89189,South Pacific Enterprises
9195,Touchstone Pictures
12973,Projektions A-G Union (PAGU)
6824,Village Roadshow
52741,Virgin Wood Productions
6911,A BandApart
4532,Superior Pictures
21113,DMVB Films
39526,Woodward Productions
31702,Midwest Films
387,Five Films
201,Arte
8814,Ten-Four Productions
802,Egg Pictures
18758,Edison Manufacturing Company
2851,Zucker Brothers Productions
13715,Mondial
3484,Apollo Pictures
5869,Les Productions Lazennec
93494,Conseil Régional de Haute Normandie
22150,imX Communications
1274,Clinica Estetico
4928,Allied Artists Pictures
1391,Anglia Television
24373,Delphi Productions
16856,Part II Productions
53878,YLE TV1
11061,Motion Picture Corporation of America (MPCA)
9055,Les Films Raoul Ploquin
86308,Bibo Productions
4506,Kasander & Wigman Productions
16775,Arnold Kopelson Productions
35446,Dillinger Productions
3830,Acme Date
65514,Magnolia Films
4734,MHA
8793,Lawrence Turman
86655,Media Rights Capital (MRC)
8175,Monipoly Productions
22483,Fondo Ibermedia
2377,Chicago Pacific Entertainment
22210,Ontario Film Development Corporation
19397,Revolutionary Eye LLC
1080,Beta Film
19241,Acme Shark
3851,No Frills Film Production
13219,"Mirisch Corporation, The"
43271,Lucky Punch
10288,Don Simpson/Jerry Bruckheimer Films
81142,Bachelor Party Productions
1460,Loew's
13,Universal Studios
21287,CFCN Communications
47557,"Lawrence Turman Films, Inc."
55072,Strong Heart/Demme Production
22255,The Virginia Company LLC
85743,Canal + Belgique
35443,R-Caro Productions
8331,Van Peebles Films
1898,Bórd Scannán na hÉireann
13042,Kartemquin Films
6878,Canal Sur Televisión
1175,Frostbacks
20917,Better Than
44460,Underdog Productions
36982,Tape Productions Inc.
71379,Media Produccion
1504,Cinergi Pictures Entertainment
5302,Christiano Film Group
900,Les Films de la Tour
5358,Canal+
18071,FilmDallas Pictures
671,Pathé Pictures
11134,Iguana Producciones
53473,Canal+ Droits Audiovisuels
19231,Patalex III Productions Limited
577,NPS Televisie
678,Turner Network Television
8170,Club d'Investissement Média
42226,Palisades California Inc.
2272,Wide River Investments
7965,The Ladd Company
763,Intermedia Films
17666,Per Holst Filmproduktion
45,Road Movies Filmproduktion GmbH
4790,IMA Productions
20043,Hudson Film
8866,Cinétudes Films
91005,Lyrick Studios
19813,Flower Films (II)
295,New Zealand On Air
10899,Due West
20448,U-Drive Productions
38196,BET Pictures
1442,Cosmopolitan Productions
5093,Cinema Group
70994,Zadan / Meron Productions
12778,Rizzoli Film
38197,United Image Entertainme
18722,Hibiscus Films
42263,Marianna Films
57297,Fur Boat Films
26239,Suede Film
11736,El Deseo S.A.
41914,Cinema X
2355,Hirsch
8131,Timothy Burrill Productions
49589,Scena Film
4392,Pacific Arts Video
21374,Dummy Productions LLC
11362,Mark Gordon Productions
4411,MMC Independent
18987,Unthank Films
38567,BMG Independents
6246,Medusa Film
22284,CAT Films
25766,Cine-Neighbor
254,Pandora Filmproduktion
8888,The Samuel Goldwyn Company
8849,Intermittent Productions
382,Newman-Foreman Productions
16366,La Sept Cinéma
734,Producers Circle
51691,Serious Dan
8880,Winkler Films
7089,France2 Cinéma
1644,Largo Entertainment
6235,Mirabai Films
22240,Initial Groupe
52843,Pod Films
14089,Jan Chapman Productions
435,Di Bonaventura Pictures
25680,391 Productions
157,SVT Drama
16832,129 Productions
38795,Lorimar Filmgesellschaft GmbH
4922,Aspen Productions
960,L.A. Films
8765,Wildlife Films Peru
52860,Bates Entertainment
2376,Blueprint Pictures
15671,France 2 Cinéma
979,Woods Entertainment
20076,HandMade Films
27593,Lenfilm Studio
4808,In-Cine Compania Industrial Cinematografica
15103,Lance Entertainment
2234,Baldwin Entertainment Group
14,Miramax Films
13675,Village Roadshow Entertainment
54502,Mel's Cite du Cinema
21084,Image Organization
456,WCG Entertainment Productions
662,Turman-Foster Company
8003,Ultravi Productions
2291,Journeyman Pictures
30,Eddie Murphy Productions
4350,Atlantis Films
21111,Cartel Films
7832,CiBy 2000
17027,National Film Board of Canada (NFB)
38764,Banner Entertainment
16352,Mara Films
8835,Skellington Productions Inc.
41,Orion Pictures
6644,Lions Gate
8799,Alicéléo
1353,Hanna-Barbera Productions
415,Laurence Mark Productions
23360,Mary Breen-Farrelly Productions
12355,Vulcan Productions Inc.
11584,De Fina-Cappa
21740,Dacia Films
4127,Lantana
80578,Dan Lupovitz Productions
11894,SPI International
3311,Joe Wizan/Todd Black
7025,Westdeutscher Rundfunk (WDR)
75458,SFP Cinema
13336,China Blue Productions
25244,Cab Producciones
11290,Robert et Raymond Hakim
6041,Colossal Pictures
11407,Baltimore Pictures
1679,Lux Film
14937,Icelandic Film
333,Original Film
77852,Ramcity Productions
8095,Merseyside Film Production Fund
3642,Dead Birds Films
23,Imagine Entertainment
96081,Boyle-Taylor Productions
412,Wendy Finerman Productions
92340,Caldix
2890,Fox Atomic
10210,Morgan Creek Productions
7312,Carousel Productions (II)
13949,River Road Productions
31892,Loew's Incorporated
5570,Allied Vision
5531,Signboard Hill Productions
19424,Thompson-Paul Productions
26107,Networxx - Film Management
41999,South Australian Feature Film Company
1155,Incorporated Television Company
1340,New Star Entertainment
75913,RCS Films & TV
18620,Artists Production Group (APG)
5330,Bruin Grip Services
26137,Dog Eat Dog Films
11913,Telepiù
8275,Spier Films
4475,Amuse Pictures
95106,Sanaye Dasti
79439,Phoenix Images
3959,Nelvana
97,Castle Rock Entertainment
10227,Mandeville Films
675,Forward Pass
20657,U.K. Productions Entity
4028,Crowvision Inc.
540,Jet Tone Production
17031,Classico
44821,Orsans Productions
7405,Dimension Films
44093,Frontline Films
1095,Portman Entertainment Group
800,Wheel Productions
10100,Thin Man Films
2882,Neal H. Moritz Productions
67035,Kramer-Tornell Productions
10104,New Regency Pictures
3100,Eastern Counties Newspapers Ltd.
11050,David Kirschner Productions
85045,Ranfilm
57750,Twilight Productions
30225,Blue Horizon Productions
13957,Near Dark Joint Venture
20741,Buena Vista Distribution Company
38782,Higgins-Messick-Wayne
61335,Mutual Films International
10218,Jack's Camp
18038,Sterobcar Productions
40698,Firelight Films
16768,Miller Consolidated Pictures (MCP)
4867,Full Moon Entertainment
12474,J&M Entertainment
14347,Melsat Inc.
170,Eve Productions Inc.
13672,The Onion
18477,Les Films de la Boétie
85,Konrad Pictures
17931,Bridgit Folman Film Gang
13399,Douglas Fairbanks Pictures
7037,Tube Entertainments
4527,Concorde Pictures
1522,Neal Street Productions
65272,In The Bag Productions
26469,InDigEnt (Independent Digital Entertainment)
23003,Internationale Filmproduktion Prometheus
2442,Counihan Villiers Productions
11308,Savoy Pictures
32483,Haroll Productions
13158,Punch 21 Productions
17449,Grosvenor Park Productions
67780,GGR
36746,Vans
90571,Mirisch Pictures
44224,Egoli Tossell Film
1420,ContentFilm
9335,Canal+ España
15152,Geoffrey Productions
21437,Imperial Entertainment
19356,"PRF ""Zespol Filmowy"""
429,DC Comics
22207,Cube Libre
394,Videofilms
20926,Marmont Productions
2231,Trilogy Entertainment Group
66633,Cadrage
1195,Omega Project
4105,Amblimation
65403,IMF Internationale Medien und Film GmbH & Co. Produktions KG
18880,Showtime Networks
10154,Cartier Productions
14150,Orion Pictures Corporation
84849,Cinema Factory Production Ltd.
52896,Choke Film
326,Laura Ziskin Productions
3981,Terminal City Pictures
14574,Gurian Entertainment
20242,Imhotep Productions
3615,BIG Pictures
215,Double Feature Films
2765,Blurco
18070,Heathrow Productions
7429,HBO Films
1101,Bésame Mucho Pictures
52105,Jet Films
2522,Mediastream Dritte Film
37071,Tubedale Films
8738,David Sonenberg Production
4765,Trinacra Films
8855,Boy of the Year
1360,Glass Eye Pix
6724,Upload Films
1988,Epic Productions
11281,Universal Network Television
458,Douglas/Reuther Productions
25022,Union Générale Cinématographique (UGC)
408,Avenue Entertainment
5986,Pantheon Entertainment Corporation
28761,Pfilmco
10257,Jewel Productions
1063,Brightlight Pictures
13996,Morgana Films
11393,Bregman/Baer Productions
6556,Alphaville Productions
499,De Laurentiis Entertainment Group
4667,Bitters End
90663,Brian Grazer/Scott Rudin Productions
8659,Vrijzinnig Protestantse Radio Omroep (VPRO)
10102,Cattleya
1882,Outov Productions
13031,Anit Film
24712,Boxer Films
528,Bandai Visual Company
279,Single Cell Pictures
13070,Tomy
5003,Jaffe/Braunstein Films
9331,Rob Houwer Productions
46568,"Zespol Filmowy ""Perspektywa"""
33304,Meteor Joint Venture
16923,Zephyr Films
1865,Zanuck/Brown Productions
1153,Act III Communications
1581,Mersham Productions
95346,Glasgow Film Office
365,Nelson Entertainment
81127,El Corazon Producciones S.A.
433,Weed Road Pictures
10481,Jolly Film
6454,Caméra One
4254,Disney Toon Studio
40966,Dirt Road Productions
2807,India Take One Productions
4759,D.W. Griffith Productions
69582,Rocklock Films
80255,Divali Films
28400,Glem Production
54178,The Helpful Eye
28439,Groucho III Film Partnership
11136,Trinity Pictures
20922,New Vision Films
21195,Koi Productions
2216,Helkon Media AG
2537,Kennedy Miller Productions
2498,Whenua Films
30968,Allarts Production
67889,Polygram Pictures
7942,Cabin Creek Films
62072,Polar Entertainment Corporation
1422,Killer Films
6475,Metro Communications
12275,Motion Picture Associates
89523,KPVI
1474,Desperate Pictures
17872,Sofitedip
3235,Brookwell-McNamara Entertainment
55994,Tetragram
11590,Fine Cut
7447,Personafilm
168,Jadran Film
12943,APJAC Productions
1871,Cofimage 5
38857,Orenda Films
573,Blixa Film Productktion
88165,ACCI
7330,Blind Spot Pictures Oy
2664,Non Linear Films
54377,Makhmalbaf Productions
8812,Channel Productions
8851,Shawn Danielle Productions Ltd.
16368,Hawn / Sylbert Movie Company
4763,Fox Films Ltd.
8853,Rogue
4764,Cinema 84
23873,PolyGram Filmproduktion
3987,The Production Company
8002,Hill & Brand Entertainment
657,Toho-Towa
11395,ImageMovers
15395,Oz Productions Ltd.
2307,Hell's Kitchen Films
7996,Films A.B.C.
537,Universal TV
7042,IRIS Films
159,Shady Acres Entertainment
1684,Chenault Productions
11447,Mercury Productions
8555,Nordisk Film- & TV-Fond
43854,Nero-Film AG
36339,Tokyo Theatres K.K.
11553,Beijing Happy Pictures Cultural Communications Co.
29273,Skerry Productions
6114,Harristown Funding
39250,House & Moorhouse Films
766,Blue Tulip Productions
1208,Rising Star
4157,Arcturus Motion Pictures
8827,American Playhouse Theatrical Films
718,Arts Council of England
16305,Premier Productions
6368,Enigma Pictures
72878,Truth Soul Armor
9255,Toei Company
46654,Filmstudio
2895,Dribble Productions
10230,Blue Wolf
6236,NDF International
182,JVC Entertainment
17479,Ultra Muchos Productions
62367,Kaltenbach Pictures
15062,Turbine Films Inc.
21296,Shouchiku Co.
11323,Linovo Productions GmbH & Co. KG
1280,Pacific Western
56982,Keylight Productions
11837,Frontier Pictures
23019,Evolution Entertainment
50179,Summa Entertainment Group
1755,Allied Filmmakers
136,City Light Films
945,Cheongeoram
23490,Gestevisión Telecinco S.A.
36765,Adventure Pictures
9996,Syncopy
78806,Bill Graham Films
71842,Cinétéléfilms
9145,Euro Space
53733,Rhulen Entertainment
46976,RKO General Pictures
744,Diaphana Films
5612,Brooksfilms
2483,Laurel Entertainment
8582,Canadian Film or Video Production Tax Credit (CPTC)
23331,Canal+ Horizons
10510,Rosemont Productions
14729,Populist Pictures
28537,Sentinel Productions
455,Permut Presentations
16618,Hector BV
85740,The Centre du Cinema et de l'Audiovisuel de la Communauté Française de Belgique
1448,Pro-ject Filmproduktion
25129,Lumière Pictures
67171,New Redemption Pictures
5078,Danziger Productions Ltd.
8453,Télévision Suisse-Romande (TSR)
4564,Icon Entertainment International
6305,Argyle Enterprises
18189,Spelling Films International
3914,The Ultimate Gift LLC
36790,Carrie Productions Inc.
11842,Company Pictures
3298,Harpo Films
978,Across the River Productions
2756,Vertigo Productions
3498,Malofilm
8825,Lucille Ball Productions
249,Société Nouvelle de Cinématographie
6183,AM/PM Entertainment
656,Metropolitan Filmexport
55852,Pistolero Productions LLC
7122,Emotion
547,Open City Films
74900,Punto B.S.R.L. Planificación y Medios
1811,FilmColony
12346,Mitteldeutsche Medienförderung (MDM)
16027,Portman Productions
54659,Athos Films
11246,Région Ile-de-France
3149,Matrixbest
62137,Bluemark Productions
13139,Oshima Productions
17411,Polar Entertainment
12909,The Booking Office
1646,Trap-Two-Zero Productions
11143,Madragoa Filmes
479,Discina
6314,The Catalina Production Group
26139,Salter Street Films International
20449,Liaison Films
93549,Dove International
4380,Suntaur Entertainment Company
94856,Robert Evans Company
95948,KFM Films
810,Persistent Entertainment
10260,Melenny Productions
5848,Columbia Pictures Industries
8847,Olmos Productions
23861,IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG
21329,ERA International
2499,The Kushner-Locke Company
12307,Creatures
6125,Walt Disney Animation Studios
55778,Producciones San Patricia
11536,Badlands Company
3241,Electric Entertainment
22099,Daniel Ostroff Productions
2329,Krátký Film Praha
8040,Casey Productions
8601,Tim Burton Productions
12379,Internationale Filmproduktion Stella-del-Sud Second
59150,Klasky-Csupo
23525,Centre Street Productions
1419,Virgin
27128,The Bubble Factory
90197,KISS Nation
22056,Midnight Picture Show
6189,Turner Pictures (I)
10167,Gospel of John Ltd.
1524,DD Productions
10050,Televisión de Galicia (TVG) S.A.
29406,Roxanne Company
56112,Dismage
6196,Carnival Films
11717,The Twelve Chairs Company
6181,Svensk Filmindustri (SF)
1714,Les Films Concordia
75424,Les Films du Scarabée
163,Revolution Films
705,Spring Creek Productions
63751,Sidéral Productions
4283,Camera 2 Productions
40652,CCC-Filmkunst
57436,Reperage & Vanguard Films
44428,Katzka
6566,CNCAIMC
235,Nordisk Film
3046,Spacegate Productions
1298,Jouer Limited
27084,Leeds/Ben-Ami Productions
7446,Svenska Filminstitutet (SFI)
47635,Ed Friendly Productions
55150,Swelter Films
58,Sony Pictures Classics
25063,Program de Credits of Impuc
3201,Merlin Films
12807,Overture Films
86256,Reiner / Greisman Productions
1854,Dan Films
10399,Cinetel Films
1553,Selznick International Pictures
10282,Silver Screen Partners IV
19136,La Sept ARTE
26497,TsOKS
65328,Religiosa Primitiva
19501,Noble House Entertainment Pictures
89,Augustus Film
58855,Telling Pictures
477,Hughes Entertainment
22038,Fujisankei Communication Group
246,Film Council
11694,Ministère de la Culture de la Republique Française
21108,Fernando Trueba Producciones Cinematográficas
20778,First Film Company
61409,T2 Productions
38091,WF/X
16636,Shapiro-Glickenhaus Entertainment
20375,Hammerhead Productions
11534,MTV Productions
3221,Sveriges Television (SVT)
4051,Warner Brothers/Seven Arts
5856,Sci-Fi Channel
11037,EFVE
12327,New Zealand Film Production Fund
1794,Tenlit Films
74901,Taxi Films
89259,Osterman Weekend Associates
12242,Urania Film
8676,uFilm
711,Fox 2000 Pictures
2487,Rockwell Eyes
81131,Rosa Productions
5120,Mosfilm
8764,Redwave Films
37890,Party Productions
20295,Sociedad General de Televisión (Sogetel)
205,Mirage Entertainment
2605,Gran Via Productions
20320,Prolific Films
5755,Constantin Film Produktion
36650,Iron Film
7473,Cannes Film Festival
75423,France Média
58553,Michaels-Goldwyn
225,BIM Distribuzione
2886,Cineguild
17611,Sean S. Cunningham Films
13306,Gouvernement du Québec
89312,Fred Berner Films
7049,Enigma Productions
1931,Filmové Studio Barrandov
16680,Verdon Productions Limited
1380,Australian Film Finance Corporation
38179,Skyline Entertainment Partners
689,Ventanarosa Productions
58752,Python (Monty) Pictures
78004,Empress Film Production Corporation
356,TF1 Films Productions
11561,Recorded Picture Company (RPC)
13411,Hakuhodo Inc.
17955,El Pico S.A.
72240,Les Films Terre Africaine
28277,Spectacor Films
126,Lakeshore Entertainment
2229,Red Bank Films
28504,Filmtre
8335,The Image Organization
35459,TVA International
11765,Ithaca Pictures
77920,Rebel Films
23105,Lone Star Film Group
89143,International Cinema
7326,Film Fonds
13938,Marilyn Monroe Productions
26948,Equity Pictures Medienfonds GmbH & Co. KG II
14149,American International Productions
47,Constantin Film
51597,The Orphanage
7053,Catch 23 Entertainment
60,United Artists
653,Komuna
18902,The Teen Angst Movie Company
64860,Grand Bay Films International Pty.
55527,Courtside Seats Productions
4189,Scala Films
1216,Dino de Laurentiis Cinematografica
51854,Spin Prods. LLC
19760,Roberts Pictures Inc.
8770,"Allied Stars, Ltd."
63558,Chaumiane
29507,the walk
3255,GMM Pictures Co.
11670,Producers Sales Organization (PSO)
21990,Office Fédéral de la Culture
4381,RSVP Productions
1264,Alexander Salkind
28767,Archipel 33
875,Films A2
42498,Arturo González Producciones Cinematográficas S.A.
889,Outlaw Productions
6916,Arte France Cinéma
7364,Heyday Films
19122,Bloodstar Productions
3989,C&P Productions
17068,MG Entertainment
9209,MK2 Productions
38955,Orpheus Films
1313,Clarion Films
93636,Film and Television Corporation
26109,Evzen Kolar Productions
1379,Documento Film
38147,Red-horse Native
187,Victor Musical Industries
90896,The Body
4655,Favorite Films
1795,Corona Filmproduktion
12335,Rex Carlton Productions
3592,Warner Bros. Family Entertainment
10171,PVM Entertainment
53669,What Else? B.V
21375,Quadrant Entertainment
644,Alcor Films
25358,Krane Entertainment
1404,Samaha Productions
17064,Charles Matthau-Jerry Tokofsky-John Davis Productions
9246,TV13 Filmproduktion
54840,Gibraltar Films
4109,Vision PDG
23636,Mostow/Lieberman Productions
6584,Gemini Films
40235,Nine Network Australia
90100,Kan Zamia-a
2306,Fontana Productions
4255,Kings Road Entertainment
11535,Jill Jakes Production
1297,Gruskoff/Venture Films
15868,Medusa Distribuzione
4552,Filmfabriken Baltic Sea AB
19940,Kairos
10645,Paradise Films
5888,Walt Disney
67627,Red Dragon Productions S.A.
73341,Wyalusing Avenue Productions
927,Palace Pictures
13534,First Look Pictures
474,Yanco
11793,Lumière
506,Newmarket Capital Group
372,Groucho II Film Partnership
15890,Teagarden Pictures Inc.
65822,Michael Mann Productions
4524,TV 1000
1478,Sat.1
25765,International Cinema Corporation (ICC)
5237,The Saul Zaentz Company
3668,ABC Productions
17777,Centaur Pictures Inc.
41669,MGA Entertainment
297,Aardman Animations
54051,Atman Entertainment
19105,Eidos Interactive
73997,Jacmac Films
12214,Munich Film Partners New Century & Company (MFP) Core Productions
3391,Österreichischer Rundfunk (ORF)
271,Mainstream S.A.
3541,Koninck Studios
21848,Knock Films A.V.V.
40996,CLT
6137,Ruddy Morgan Productions
27119,Les Films de Mindif
23614,All Pictures Media
3458,Clover Productions
8694,Silvio Berlusconi Communications
17825,Seagal/Nasso Productions
11652,Warner Bros. Pictures de España
897,Taurus Films
68,Big Primate Pictures
11496,Jalem Productions
61197,Valenti Entertainment
11011,Fonds Eurimages du Conseil de l'Europe
61696,NDF Inc.
24993,Europa Film Sound Production
5044,Infinity Omnimedia
18495,N.E.F. Filmproduktion und Vertriebs GmbH
554,Silver Screen Partners III
7100,Patagonik Film Group
13837,K.G Productions
93503,PXP Productions
14191,Ice Films
76821,Two World Entertainment
23784,Little Sam Films
1824,Gravier Productions
88,Hawk Films
4819,Cineman Productions
93095,Israel Cable Programming (ICP)
53005,Wheelhouse Entertainment
998,Royal Film
6141,Century 21 Television
1704,Bavaria Film
17813,49th Parallel Productions
39121,Super Cool ManChu
512,Cocinor
12133,Scimitar Productions
73349,PEA
53006,Motion Picture Production GmbH & Co. Erste KG
10843,Future Films
3983,Blue Gardenia Productions
14582,MediaTrade
2516,Kuzui Enterprises
16192,Hera Productions
4675,Duty Productions
14698,Jeremy Thomas Productions
66739,Qian Yian International
5051,Faso Film
25021,Constellation
11355,Jurow-Shepherd
2090,Motion Picture Corporation of America
49123,Ringerike Erste Filmproduktion
1722,Copa del Oro
11751,Sidley Wright & Associates
6213,Golden Princess Film Production Limited
55532,St. Tropez Films
7954,Filmwerks
14680,Parc Film
53008,Finestkind
1757,Mad Chance
11,WingNut Films
2348,Nickelodeon Movies
5186,The Australian Film Commission
91444,Dick Clark Productions
21242,Never Been Kissed Productions
7933,Compagnie Cinématographique de France
2256,Les Films de L'Observatoire
46431,Graduation
11078,Cineric
10222,Reserve Room
223,Les Films du Losange
53668,Cinematograph A/S
86906,NEO Motion Pictures
2150,Greenestreet Films
22879,Havana Nights LLC
691,Cappa Productions
